method,basis,charge,pseudopotential,system,totalenergy,totalenergy-stocherr,totalenergy-syserr,SHCIref,SHCIreferr,HFref,Number-of-determinants,beta,truncation-weight,trial-wavefunction,ncas,ncore,note
PBE,cbs,0,trail,Cr,-86.82871212197206,0.0,0.0,-86.803920071058,0.0,-86.21914367041965,,,,,,,
PBE,cbs,0,trail,CrO,-102.84600922457722,0.0,0.0,-102.82674546839144,0.0,-101.8470259825963,,,,,,,
PBE,cbs,0,trail,Cu,-197.7062199347308,0.0,0.0,-197.61766150093345,0.0,-196.5663857093897,,,,,,,
PBE,cbs,0,trail,CuO,-213.6733401570821,0.0,0.0,-213.5760822922472,0.0,-212.2443747048047,,,,,,,
PBE,cbs,0,trail,Fe,-123.7986002838843,0.0,0.0,-123.76799269977768,0.0,-123.03901730654364,,,,,,,
PBE,cbs,0,trail,VO,-87.32275480349001,0.0,0.0,-87.32689060024185,0.0,-86.4085589710134,,,,,,,
PBE,cbs,0,trail,FeO,-139.83305952726948,0.0,0.0,-139.77329254270236,0.0,-138.6688002342686,,,,,,,
PBE,cbs,0,trail,MnO,-120.17980706907244,0.0,0.0,-120.14879091266157,0.0,-119.1410615195134,,,,,,,
PBE,cbs,0,trail,O,-15.844998141151107,0.0,0.0,-15.84743170708123,0.0,-15.651937613925504,,,,,,,
PBE,cbs,0,trail,Sc,-46.42709022657117,0.0,0.0,-46.49069148197452,0.0,-46.05778142019411,,,,,,,
PBE,cbs,0,trail,ScO,-62.55364899422944,0.0,0.0,-62.59646590077432,0.0,-61.83521387628593,,,,,,,
PBE,cbs,0,trail,Ti,-57.9586506496921,0.0,0.0,-58.005411399250676,0.0,-57.52353975763188,,,,,,,
PBE,cbs,0,trail,Mn,-104.15486775994108,0.0,0.0,-104.15683288610128,0.0,-103.5177600936748,,,,,,,
QSGW,vtz,0,trail,Mn,-104.17845,0.0,0.0,-104.06366,9.9e-07,-103.51751723050371,,,,,,,
QSGW,vtz,0,trail,ScO,-62.630314,0.0,0.0,-62.53013000000001,9.96e-06,-61.83374588456312,,,,,,,
QSGW,vtz,0,trail,TiO,-74.14556800000003,0.0,0.0,-74.03085,1.99e-05,-73.27527588824228,,,,,,,
QSGW,vtz,0,trail,Sc,-46.521558,0.0,0.0,-46.4523,8.800000000000002e-08,-46.05746799644578,,,,,,,
QSGW,vtz,1,trail,Sc,-46.280853,0.0,0.0,-46.21149000000001,0.0,-45.85935928101564,,,,,,,
QSGW,vtz,0,trail,MnO,-120.18728,0.0,0.0,-120.02928,2e-05,-119.13957526878391,,,,,,,
QSGW,vtz,0,trail,FeO,-139.79774,0.0,0.0,-139.63546000000002,2e-05,-138.667246980313,,,,,,,
QSGW,vdz,0,trail,O,-15.807752,0.0,0.0,-15.78125,0.0,-15.650898615762124,,,,,,,
QSGW,vtz,0,trail,O,-15.872901,0.0,0.0,-15.82702,0.0,-15.65178729066239,,,,,,,
QSGW,vqz,0,trail,O,-15.897181,0.0,0.0,-15.83909,5.31e-06,-15.651914835093455,,,,,,,
QSGW,vdz,1,trail,O,-15.321295,0.0,0.0,-15.300670000000002,0.0,-15.209469738930444,,,,,,,
QSGW,vtz,1,trail,O,-15.374693,0.0,0.0,-15.33358,0.0,-15.210120374674373,,,,,,,
QSGW,vqz,1,trail,O,-15.393854,0.0,0.0,-15.3421,0.0,-15.210758359146777,,,,,,,
QSGW,vtz,0,trail,Ti,-58.03682,0.0,0.0,-57.95463,3.67e-07,-57.522468837232104,,,,,,,
QSGW,vtz,0,trail,VO,-87.363715,0.0,0.0,-87.23526,2e-05,-86.40670018837703,,,,,,,
QSGW,vtz,0,trail,V,-71.26500899999998,0.0,0.0,-71.16898,1.017e-06,-70.69687058820543,,,,,,,
QSGW,vtz,1,trail,Fe,-123.502684,0.0,0.0,-123.36857,5.41e-07,-122.80424852863449,,,,,,,
QSGW,vtz,1,trail,V,-71.01166500000002,0.0,0.0,-70.91955,1.62e-07,-70.47870620861032,,,,,,,
QSGW,vtz,0,trail,CrO,-102.86007,0.0,0.0,-102.71867,1.99e-05,-101.84420581490784,,,,,,,
QSGW,vtz,0,trail,Fe,-123.788536,0.0,0.0,-123.6572,5.71e-07,-123.03857246947872,,,,,,,
QSGW,vdz,0,trail,Fe,-123.594873,0.0,0.0,-123.51812,6.459999999999999e-07,-123.03606101031244,,,,,,,
QSGW,vtz,0,trail,Cr,-86.846936,0.0,0.0,-86.72091999999998,4.48e-07,-86.21884242573502,,,,,,,
QSGW,vtz,1,trail,Cr,-86.58834,0.0,0.0,-86.47298,2.01e-07,-85.99858355154308,,,,,,,
QSGW,vtz,1,trail,Mn,-103.907381,0.0,0.0,-103.79214,1.99e-07,-103.29880070636771,,,,,,,
QSGW,vtz,1,trail,Ti,-57.793025,0.0,0.0,-57.70424000000001,5.7e-08,-57.318310870851406,,,,,,,
SC-GW,vdz,1,trail,Mn,-103.7259,0.0,0.0,-103.67336,4.2e-08,-103.29335920887651,,1000.0,,,,,
SC-GW,vdz,0,trail,Fe,-123.5623,0.0,0.0,-123.51812,6.459999999999999e-07,-123.03606101031244,,500.0,,,,,
SC-GW,vdz,1,trail,Fe,-123.29177,0.0,0.0,-123.23354,1.2e-07,-122.79860715251272,,1000.0,,,,,
SC-GW,vdz,0,trail,Mn,-103.98211,0.0,0.0,-103.94226,4.56e-07,-103.51554736964935,,1000.0,,,,,
SC-GW,vdz,1,trail,Ti,-57.67169000000001,0.0,0.0,-57.63401999999999,1.1e-08,-57.31379021206569,,1000.0,,,,,
SC-GW,vtz,0,trail,Sc,-46.49071,0.0,0.0,-46.4523,8.800000000000002e-08,-46.05746799644578,,1000.0,,,,,
SC-GW,vtz,1,trail,Mn,-103.88177,0.0,0.0,-103.79214,1.99e-07,-103.29880070636771,,1000.0,,,,,
SC-GW,vtz,1,trail,Cr,-86.55105999999998,0.0,0.0,-86.47298,2.01e-07,-85.99858355154308,,1000.0,,,,,
SC-GW,vtz,0,trail,Cr,-86.80374,0.0,0.0,-86.72091999999998,4.48e-07,-86.21884242573502,,1000.0,,,,,
SC-GW,vtz,1,trail,Ti,-57.76774,0.0,0.0,-57.70424000000001,5.7e-08,-57.318310870851406,,1000.0,,,,,
SC-GW,vtz,0,trail,Ti,-58.00675,0.0,0.0,-57.95463,3.67e-07,-57.522468837232104,,1000.0,,,,,
SC-GW,vtz,1,trail,Sc,-46.25977,0.0,0.0,-46.21149000000001,0.0,-45.85935928101564,,1000.0,,,,,
SC-GW,vdz,0,trail,Sc,-46.4118,0.0,0.0,-46.39685,5.4e-08,-46.056720086471316,,1000.0,,,,,
SC-GW,vtz,1,trail,O,-15.36962,0.0,0.0,-15.33358,0.0,-15.210120374674373,,1000.0,,,,,
SC-GW,vtz,0,trail,Mn,-104.14149,0.0,0.0,-104.06366,9.9e-07,-103.51751723050371,,1000.0,,,,,
SC-GW,vtz,0,trail,O,-15.86379,0.0,0.0,-15.82702,0.0,-15.65178729066239,,1000.0,,,,,
SC-GW,vdz,0,trail,Cr,-86.66071,0.0,0.0,-86.61203,1.24e-07,-86.21795636713652,,1000.0,,,,,
SC-GW,vdz,1,trail,O,-15.31777,0.0,0.0,-15.300670000000002,0.0,-15.209469738930444,,1000.0,,,,,
SC-GW,vdz,1,trail,Sc,-46.18374,0.0,0.0,-46.15683,0.0,-45.85651158235275,,1000.0,,,,,
SC-GW,vdz,0,trail,O,-15.8001,0.0,0.0,-15.78125,0.0,-15.650898615762124,,1000.0,,,,,
SC-GW,vdz,1,trail,V,-70.86828,0.0,0.0,-70.8284,3.2e-08,-70.47804713713508,,500.0,,,,,
SC-GW,vdz,0,trail,Ti,-57.90773000000001,0.0,0.0,-57.88305,2.26e-07,-57.52051227493378,,1000.0,,,,,
SC-GW,vdz,0,trail,V,-71.10911999999998,0.0,0.0,-71.07767,3.2600000000000003e-07,-70.69525960473436,,1000.0,,,,,
SC-GW,vdz,1,trail,Cr,-86.41707,0.0,0.0,-86.37241,4.6e-08,-85.99840800159254,,1000.0,,,,,
SCAN,cbs,0,trail,VO,-87.20379414095068,0.0,0.0,-87.32689060024185,0.0,-86.4085589710134,,,,,,,
SCAN,cbs,0,trail,V,-71.14986169619318,0.0,0.0,-71.23455541725886,0.0,-70.69715593256555,,,,,,,
SCAN,cbs,1,trail,O,-15.330590367462488,0.0,0.0,-15.348000500825664,0.0,-15.21146054892568,,,,,,,
SCAN,cbs,0,trail,TiO,-74.00075078378369,0.0,0.0,-74.10825849037565,0.0,-73.27741268388714,,,,,,,
SCAN,cbs,0,trail,Ti,-57.919495277121136,0.0,0.0,-58.005411399250676,0.0,-57.52353975763188,,,,,,,
SCAN,cbs,0,trail,ScO,-62.47903039606682,0.0,0.0,-62.59646590077432,0.0,-61.83521387628593,,,,,,,
SCAN,cbs,0,trail,Sc,-46.39440435416685,0.0,0.0,-46.49069148197452,0.0,-46.05778142019411,,,,,,,
SCAN,cbs,1,trail,Cr,-86.48235608526353,0.0,0.0,-86.55468488529472,0.0,-85.99875942985739,,,,,,,
SCAN,cbs,0,trail,MnO,-120.03291470476164,0.0,0.0,-120.14879091266157,0.0,-119.1410615195134,,,,,,,
SCAN,cbs,0,trail,Mn,-104.06129847752868,0.0,0.0,-104.15683288610128,0.0,-103.5177600936748,,,,,,,
SCAN,cbs,1,trail,Sc,-46.167921390239975,0.0,0.0,-46.2493458862109,0.0,-45.860224963855885,,,,,,,
SCAN,cbs,0,trail,FeO,-139.64639454533906,0.0,0.0,-139.77329254270236,0.0,-138.6688002342686,,,,,,,
SCAN,cbs,0,trail,CuO,-213.38575425319192,0.0,0.0,-213.5760822922472,0.0,-212.2443747048047,,,,,,,
SCAN,cbs,0,trail,Cu,-197.4482972275803,0.0,0.0,-197.61766150093345,0.0,-196.5663857093897,,,,,,,
SCAN,cbs,0,trail,CrO,-102.71503050621278,0.0,0.0,-102.82674546839144,0.0,-101.8470259825963,,,,,,,
SCAN,cbs,0,trail,Cr,-86.7558989869685,0.0,0.0,-86.803920071058,0.0,-86.21914367041965,,,,,,,
SCAN,cbs,1,trail,Cu,-197.14556801178813,0.0,0.0,-197.3335144795703,0.0,-196.32535219103852,,,,,,,
SCAN,cbs,1,trail,Fe,-123.39229946037935,0.0,0.0,-123.4774306495826,0.0,-122.80533143963957,,,,,,,
SCAN,cbs,1,trail,Mn,-103.81974225857735,0.0,0.0,-103.88361082582092,0.0,-103.2996475233697,,,,,,,
SCAN,cbs,0,trail,Fe,-123.66010902235249,0.0,0.0,-123.76799269977768,0.0,-123.03901730654364,,,,,,,
SCAN,cbs,0,trail,O,-15.820382298904507,0.0,0.0,-15.84743170708123,0.0,-15.651937613925504,,,,,,,
SCAN,cbs,1,trail,V,-70.92355319129419,0.0,0.0,-70.98633341776896,0.0,-70.47860927092995,,,,,,,
SCAN,cbs,1,trail,Ti,-57.68862379955658,0.0,0.0,-57.754145946506405,0.0,-57.32024446051594,,,,,,,
SEET(FCI/GF2),vdz,1,trail,Fe,-123.2359,0.0,3e-05,-123.23354,1.2e-07,-122.79860715251272,,1000.0,,,,,
SEET(FCI/GF2),vtz,0,trail,Mn,-104.0654,0.0,5e-05,-104.06366,9.9e-07,-103.51751723050371,,1000.0,,,,,
SEET(FCI/GF2),vqz,0,trail,Mn,-104.1166,0.0,5e-05,-104.11501,3.37e-06,-103.51774137665831,,1000.0,,,,,
SEET(FCI/GF2),vtz,1,trail,Mn,-103.7891,0.0,0.0,-103.79214,1.99e-07,-103.29880070636771,,1000.0,,,,,
SEET(FCI/GF2),vqz,1,trail,Mn,-103.84100000000001,0.0,0.0,-103.84272,2.375e-06,-103.29943473113407,,1000.0,,,,,
SEET(FCI/GF2),vdz,0,trail,Fe,-123.5139,0.0,8e-05,-123.51812,6.459999999999999e-07,-123.03606101031244,,1000.0,,,,,
SEET(FCI/GF2),vtz,0,trail,Fe,-123.6561,0.0,7e-05,-123.6572,5.71e-07,-123.03857246947872,,1000.0,,,,,
SEET(FCI/GF2),vqz,0,trail,Fe,-123.71700000000001,0.0,6e-05,-123.71675,1.63e-05,-123.03893433543683,,1000.0,,,,,
SEET(FCI/GF2),vtz,1,trail,Fe,-123.3677,0.0,0.0,-123.36857,5.41e-07,-122.80424852863449,,1000.0,,,,,
SEET(FCI/GF2),vqz,1,trail,Fe,-123.4284,0.0,5e-05,-123.42709,3.122e-06,-122.80506201856676,,1000.0,,,,,
SEET(FCI/GF2),vdz,0,trail,ScO,-62.4118,0.0,9e-05,-62.42004,9.92e-06,-61.829342751826275,,1000.0,,,,,one-shot GF2
SEET(FCI/GF2),vtz,0,trail,ScO,-62.5203,0.0,0.00015,-62.53013000000001,9.96e-06,-61.83374588456312,,1000.0,,,,,one-shot GF2
SEET(FCI/GF2),vqz,0,trail,ScO,-62.5602,0.0,0.0,-62.56845381,1e-05,-61.834924297751634,,1000.0,,,,,one-shot GF2
SEET(FCI/GF2),vdz,0,trail,TiO,-73.9024,0.0,0.0,-73.90375,6.77e-07,-73.26973605789902,,1000.0,,,,,one-shot GF2
SEET(FCI/GF2),vtz,0,trail,TiO,-74.0302,0.0,0.0007,-74.03085,1.99e-05,-73.27527588824228,,1000.0,,,,,one-shot GF2
SEET(FCI/GF2),vqz,0,trail,TiO,-74.07435,0.0,0.00066,-74.07548786,1e-05,-73.27696889209976,,1000.0,,,,,one-shot GF2
SEET(FCI/GF2),vdz,0,trail,VO,-87.0857,0.0,2e-05,-87.08577,2.7300000000000003e-05,-86.4002119655646,,1000.0,,,,,one-shot GF2
SEET(FCI/GF2),vtz,0,trail,VO,-87.2354,0.0,5e-05,-87.23526,2e-05,-86.40670018837703,,1000.0,,,,,one-shot GF2
SEET(FCI/GF2),vqz,0,trail,VO,-87.2803,0.0,5e-05,-87.288681736,1e-05,-86.40819514293459,,1000.0,,,,,one-shot GF2
SEET(FCI/GF2),vdz,0,trail,CrO,-102.5587,0.0,0.0008900000000000002,-102.55837,2.442e-06,-101.8381354486648,,1000.0,,,,,one-shot GF2
SEET(FCI/GF2),vqz,0,trail,CrO,-102.7661,0.0,0.00017,-102.779756,1e-05,-101.84627163418828,,1000.0,,,,,one-shot GF2
SEET(FCI/GF2),vdz,0,trail,FeO,-139.4254,0.0,0.00079,-139.43599,5.4039999999999986e-06,-138.66009692442393,,1000.0,,,,,one-shot GF2
SEET(FCI/GF2),vtz,0,trail,FeO,-139.6288,0.0,0.00018,-139.63546000000002,2e-05,-138.667246980313,,1000.0,,,,,one-shot GF2
SEET(FCI/GF2),vqz,0,trail,FeO,-139.7016,0.0,0.0003,-139.7113522,1e-05,-138.6685140260192,,1000.0,,,,,one-shot GF2
SEET(FCI/GF2),vdz,0,trail,CuO,-213.1234,0.0,4e-05,-213.12303,3.599e-06,-212.238829673217,,500.0,,,,,one-shot GF2
SEET(FCI/GF2),vtz,0,trail,CuO,-213.3793,0.0,6e-05,-213.37778,1.664e-06,-212.24349945673225,,500.0,,,,,one-shot GF2
SEET(FCI/GF2),vqz,0,trail,CuO,-213.4838,0.0,9e-05,-213.4842442,1e-05,-212.24422133071548,,500.0,,,,,one-shot GF2
SEET(FCI/GF2),vdz,0,trail,Mn,-103.9438,0.0,0.0,-103.94226,4.56e-07,-103.51554736964935,,1000.0,,,,,
SEET(FCI/GF2),vqz,1,trail,Cr,-86.5188,0.0,0.00016,-86.51867,1.764e-06,-85.99861621753384,,1000.0,,,,,
SEET(FCI/GF2),vdz,1,trail,Mn,-103.6736,0.0,9e-05,-103.67336,4.2e-08,-103.29335920887651,,1000.0,,,,,
SEET(FCI/GF2),vdz,1,trail,Cr,-86.3714,0.0,7e-05,-86.37241,4.6e-08,-85.99840800159254,,1000.0,,,,,
SEET(FCI/GF2),vdz,1,trail,Sc,-46.1559,0.0,0.00048,-46.15683,0.0,-45.85651158235275,,1000.0,,,,,
SEET(FCI/GF2),vtz,1,trail,Sc,-46.2084,0.0,0.0007700000000000001,-46.21149000000001,0.0,-45.85935928101564,,1000.0,,,,,
SEET(FCI/GF2),vqz,1,trail,Sc,-46.2326,0.0,0.0018,-46.23311,9.94e-07,-45.859964744612796,,1000.0,,,,,
SEET(FCI/GF2),vdz,0,trail,Ti,-57.8851,0.0,0.00025,-57.88305,2.26e-07,-57.52051227493378,,1000.0,,,,,
SEET(FCI/GF2),vtz,0,trail,Ti,-57.9547,0.0,0.00021,-57.95463,3.67e-07,-57.522468837232104,,1000.0,,,,,
SEET(FCI/GF2),vqz,0,trail,Ti,-57.9814,0.0,0.0004,-57.983000000000004,2.24e-06,-57.52332478221496,,1000.0,,,,,
SEET(FCI/GF2),vdz,1,trail,Ti,-57.6324,0.0,8e-05,-57.63401999999999,1.1e-08,-57.31379021206569,,1000.0,,,,,
SEET(FCI/GF2),vtz,1,trail,Ti,-57.7032,0.0,0.0006900000000000001,-57.70424000000001,5.7e-08,-57.318310870851406,,1000.0,,,,,
SEET(FCI/GF2),vtz,1,trail,Cr,-86.4697,0.0,0.00022,-86.47298,2.01e-07,-85.99858355154308,,1000.0,,,,,
SEET(FCI/GF2),vdz,0,trail,Sc,-46.3946,0.0,0.00048,-46.39685,5.4e-08,-46.056720086471316,,1000.0,,,,,
SEET(FCI/GF2),vqz,1,trail,O,-15.3418,0.0,3e-05,-15.3421,0.0,-15.210758359146777,,1000.0,,,,,
SEET(FCI/GF2),vtz,1,trail,O,-15.332,0.0,9e-05,-15.33358,0.0,-15.210120374674373,,1000.0,,,,,
SEET(FCI/GF2),vdz,1,trail,O,-15.2974,0.0,9e-05,-15.300670000000002,0.0,-15.209469738930444,,1000.0,,,,,
SEET(FCI/GF2),vqz,0,trail,O,-15.8357,0.0,7e-05,-15.83909,5.31e-06,-15.651914835093455,,1000.0,,,,,
SEET(FCI/GF2),vtz,0,trail,O,-15.8241,0.0,0.0001,-15.82702,0.0,-15.65178729066239,,1000.0,,,,,
SEET(FCI/GF2),vqz,1,trail,Ti,-57.7302,0.0,0.0,-57.73256,7.33e-07,-57.319727268097715,,1000.0,,,,,
SEET(FCI/GF2),vdz,0,trail,V,-71.0775,0.0,0.00046,-71.07767,3.2600000000000003e-07,-70.69525960473436,,1000.0,,,,,
SEET(FCI/GF2),vdz,0,trail,O,-15.7786,0.0,0.00034,-15.78125,0.0,-15.650898615762124,,1000.0,,,,,
SEET(FCI/GF2),vtz,0,trail,V,-71.167,0.0,0.0,-71.16898,1.017e-06,-70.69687058820543,,1000.0,,,,,
SEET(FCI/GF2),vqz,0,trail,V,-71.2031,0.0,0.00016,-71.20578,1e-05,-70.69711953301085,,1000.0,,,,,
SEET(FCI/GF2),vdz,1,trail,V,-70.8266,0.0,6e-05,-70.8284,3.2e-08,-70.47804713713508,,1000.0,,,,,
SEET(FCI/GF2),vtz,1,trail,V,-70.9164,0.0,0.00023,-70.91955,1.62e-07,-70.47870620861032,,1000.0,,,,,
SEET(FCI/GF2),vqz,1,trail,V,-70.956,0.0,7e-05,-70.95759,8.42e-07,-70.47878254097698,,1000.0,,,,,
SEET(FCI/GF2),vdz,0,trail,Cr,-86.6116,0.0,0.0,-86.61203,1.24e-07,-86.21795636713652,,1000.0,,,,,
SEET(FCI/GF2),vtz,0,trail,Cr,-86.7173,0.0,0.00011,-86.72091999999998,4.48e-07,-86.21884242573502,,1000.0,,,,,
SEET(FCI/GF2),vqz,0,trail,Cr,-86.7657,0.0,0.0,-86.76760999999998,0.0,-86.21909581115591,,1000.0,,,,,
SEET(FCI/GF2),vqz,0,trail,Sc,-46.4737,0.0,0.0,-46.474,1.07e-06,-46.057726629346845,,1000.0,,,,,
SEET(FCI/GF2),vtz,0,trail,Sc,-46.4476,0.0,0.00048,-46.4523,8.800000000000002e-08,-46.05746799644578,,1000.0,,,,,
SHCI,vdz,0,trail,FeO,-139.43599,5.4039999999999986e-06,8e-05,-139.43599,5.4039999999999986e-06,-138.66009692442393,,,,,,,
SHCI,vdz,0,trail,CuO,-213.12303,3.599e-06,0.00017,-213.12303,3.599e-06,-212.238829673217,,,,,,,
SHCI,vtz,0,trail,TiO,-74.03085,1.99e-05,2e-05,-74.03085,1.99e-05,-73.27527588824228,,,,,,,
SHCI,vtz,0,trail,VO,-87.23526,2e-05,2e-05,-87.23526,2e-05,-86.40670018837703,,,,,,,
SHCI,vtz,0,trail,CrO,-102.71867,1.99e-05,0.00028,-102.71867,1.99e-05,-101.84420581490784,,,,,,,
SHCI,vtz,0,trail,MnO,-120.02928,2e-05,0.00024,-120.02928,2e-05,-119.13957526878391,,,,,,,
SHCI,vtz,0,trail,FeO,-139.63546000000002,2e-05,0.00031,-139.63546000000002,2e-05,-138.667246980313,,,,,,,
SHCI,vtz,0,trail,CuO,-213.37778,1.664e-06,0.00063,-213.37778,1.664e-06,-212.24349945673225,,,,,,,
SHCI,vdz,0,trail,MnO,-119.85051,1e-05,5e-05,-119.85051,1e-05,-119.1332394993054,,,,,,,
SHCI,vtz,0,trail,ScO,-62.53013000000001,9.96e-06,7e-05,-62.53013000000001,9.96e-06,-61.83374588456312,,,,,,,
SHCI,vdz,0,trail,CrO,-102.55837,2.442e-06,9e-05,-102.55837,2.442e-06,-101.8381354486648,,,,,,,
SHCI,vtz,1,trail,Sc,-46.21149000000001,0.0,1e-05,-46.21149000000001,0.0,-45.85935928101564,,,,,,,
SHCI,vdz,0,trail,TiO,-73.90375,6.77e-07,6e-05,-73.90375,6.77e-07,-73.26973605789902,,,,,,,
SHCI,vdz,0,trail,ScO,-62.42004,9.92e-06,6e-05,-62.42004,9.92e-06,-61.829342751826275,,,,,,,
SHCI,vtz,1,trail,Cu,-197.16304,6.5e-07,1e-05,-197.16304,6.5e-07,-196.32520712735686,,,,,,,
SHCI,vqz,0,trail,O,-15.83909,5.31e-06,0.0,-15.83909,5.31e-06,-15.651914835093455,,,,,,,
SHCI,vqz,1,trail,O,-15.3421,0.0,0.0,-15.3421,0.0,-15.210758359146777,,,,,,,
SHCI,vqz,0,trail,Sc,-46.474,1.07e-06,4e-05,-46.474,1.07e-06,-46.057726629346845,,,,,,,
SHCI,vqz,1,trail,Sc,-46.23311,9.94e-07,1e-05,-46.23311,9.94e-07,-45.859964744612796,,,,,,,
SHCI,vqz,0,trail,Ti,-57.983000000000004,2.24e-06,5e-05,-57.983000000000004,2.24e-06,-57.52332478221496,,,,,,,
SHCI,vqz,1,trail,Ti,-57.73256,7.33e-07,2e-05,-57.73256,7.33e-07,-57.319727268097715,,,,,,,
SHCI,vqz,0,trail,TiO,-74.07548786,1e-05,0.0005975141000000001,-74.07548786,1e-05,-73.27696889209976,,,,,,,
SHCI,vdz,0,trail,VO,-87.08577,2.7300000000000003e-05,7e-05,-87.08577,2.7300000000000003e-05,-86.4002119655646,,,,,,,
SHCI,vqz,0,trail,VO,-87.288681736,1e-05,7.085010000000001e-05,-87.288681736,1e-05,-86.40819514293459,,,,,,,
SHCI,vtz,0,trail,Ti,-57.95463,3.67e-07,6e-05,-57.95463,3.67e-07,-57.522468837232104,,,,,,,
SHCI,vqz,0,trail,MnO,-120.09707125940001,1e-05,0.0002142232,-120.09707125940001,1e-05,-119.14081170666552,,,,,,,
SHCI,vtz,0,trail,O,-15.82702,0.0,0.0,-15.82702,0.0,-15.65178729066239,,,,,,,
SHCI,vdz,1,trail,Cu,-196.96723,1.474e-06,4e-05,-196.96723,1.474e-06,-196.32402730647453,,,,,,,
SHCI,vdz,0,trail,Cu,-197.2369,1.152e-06,3e-05,-197.2369,1.152e-06,-196.56440183256336,,,,,,,
SHCI,vdz,1,trail,Fe,-123.23354,1.2e-07,1e-05,-123.23354,1.2e-07,-122.79860715251272,,,,,,,
SHCI,vdz,0,trail,Fe,-123.51812,6.459999999999999e-07,2e-05,-123.51812,6.459999999999999e-07,-123.03606101031244,,,,,,,
SHCI,vdz,1,trail,Mn,-103.67336,4.2e-08,1e-05,-103.67336,4.2e-08,-103.29335920887651,,,,,,,
SHCI,vdz,0,trail,Mn,-103.94226,4.56e-07,2e-05,-103.94226,4.56e-07,-103.51554736964935,,,,,,,
SHCI,vdz,1,trail,Cr,-86.37241,4.6e-08,1e-05,-86.37241,4.6e-08,-85.99840800159254,,,,,,,
SHCI,vdz,0,trail,Cr,-86.61203,1.24e-07,2e-05,-86.61203,1.24e-07,-86.21795636713652,,,,,,,
SHCI,vdz,1,trail,V,-70.8284,3.2e-08,1e-05,-70.8284,3.2e-08,-70.47804713713508,,,,,,,
SHCI,vdz,0,trail,V,-71.07767,3.2600000000000003e-07,4e-05,-71.07767,3.2600000000000003e-07,-70.69525960473436,,,,,,,
SHCI,vdz,1,trail,Ti,-57.63401999999999,1.1e-08,1e-05,-57.63401999999999,1.1e-08,-57.31379021206569,,,,,,,
SHCI,vdz,0,trail,Ti,-57.88305,2.26e-07,3e-05,-57.88305,2.26e-07,-57.52051227493378,,,,,,,
SHCI,vdz,1,trail,Sc,-46.15683,0.0,1e-05,-46.15683,0.0,-45.85651158235275,,,,,,,
SHCI,vdz,0,trail,Sc,-46.39685,5.4e-08,1e-05,-46.39685,5.4e-08,-46.056720086471316,,,,,,,
SHCI,vdz,1,trail,O,-15.300670000000002,0.0,0.0,-15.300670000000002,0.0,-15.209469738930444,,,,,,,
SHCI,vdz,0,trail,O,-15.78125,0.0,0.0,-15.78125,0.0,-15.650898615762124,,,,,,,
SHCI,vtz,1,trail,O,-15.33358,0.0,0.0,-15.33358,0.0,-15.210120374674373,,,,,,,
SHCI,vtz,0,trail,Sc,-46.4523,8.800000000000002e-08,3e-05,-46.4523,8.800000000000002e-08,-46.05746799644578,,,,,,,
SHCI,vqz,0,trail,V,-71.20578,1e-05,6e-05,-71.20578,1e-05,-70.69711953301085,,,,,,,
SHCI,vtz,1,trail,Ti,-57.70424000000001,5.7e-08,3e-05,-57.70424000000001,5.7e-08,-57.318310870851406,,,,,,,
SHCI,vqz,0,trail,FeO,-139.7113522,1e-05,0.0007937932000000001,-139.7113522,1e-05,-138.6685140260192,,,,,,,
SHCI,vqz,0,trail,CuO,-213.4842442,1e-05,0.0008401547999999999,-213.4842442,1e-05,-212.24422133071548,,,,,,,
SHCI,v5z,0,trail,ScO,-62.5821409609,1e-05,0.0006,-62.5821409609,1e-05,-61.8350828626785,,,,,,,
SHCI,v5z,0,trail,TiO,-74.09147310520001,1e-05,0.0002,-74.09147310520001,1e-05,-73.2771786400687,,,,,,,
SHCI,v5z,0,trail,VO,-87.3073938172,1e-05,0.0004210737,-87.3073938172,1e-05,-86.40843884648703,,,,,,,
SHCI,v5z,0,trail,CrO,-102.8027368164,1e-05,0.0008254673,-102.8027368164,1e-05,-101.84668971203637,,,,,,,
SHCI,v5z,0,trail,MnO,-120.1223644293,1e-05,0.0006948453,-120.1223644293,1e-05,-119.14098759444364,,,,,,,
SHCI,v5z,0,trail,FeO,-139.7416819491,1e-05,0.0008991592,-139.7416819491,1e-05,-138.66875655750619,,,,,,,
SHCI,vqz,0,trail,CrO,-102.779756,1e-05,0.0007410852,-102.779756,1e-05,-101.84627163418828,,,,,,,
SHCI,v5z,0,trail,CuO,-213.5291282959,1e-05,0.002,-213.5291282959,1e-05,-212.2443632841544,,,,,,,
SHCI,vtz,1,trail,Fe,-123.36857,5.41e-07,3e-05,-123.36857,5.41e-07,-122.80424852863449,,,,,,,
SHCI,vtz,0,trail,Fe,-123.6572,5.71e-07,1e-05,-123.6572,5.71e-07,-123.03857246947872,,,,,,,
SHCI,vtz,1,trail,Mn,-103.79214,1.99e-07,2e-05,-103.79214,1.99e-07,-103.29880070636771,,,,,,,
SHCI,vtz,0,trail,Mn,-104.06366,9.9e-07,5e-05,-104.06366,9.9e-07,-103.51751723050371,,,,,,,
SHCI,vtz,1,trail,Cr,-86.47298,2.01e-07,2e-05,-86.47298,2.01e-07,-85.99858355154308,,,,,,,
